9671454,4,3.7
9601020,4,3.7
9833278,4,3
8494993,4,3
9500738,4,2.7
8567780,30,4
8245081,30,4
10232664,30,3.4
9424389,35,3.7
9183187,58,3.7
9664200,179,4
8494798,179,3
8908874,185,3
5327427,215,2
9704747,267,2
9244950,270,4
9704747,292,2
8494993,296,2.4
9500738,297,2
8542131,363,4
8759374,363,3.4
10103054,363,3.4
9640137,363,3
10680943,365,4
8839506,365,3.7
10136854,365,2
9904531,370,4
9795955,376,4
9640943,376,4
9153469,376,3.7
4532230,378,4
9795955,380,4
10684102,380,3
6861517,394,4
9720074,492,3
8998613,494,3.7
9779796,538,3.7
10134592,539,4
8281442,617,3.7
10208367,617,2.4
10180209,626,4
8199204,629,4
9541831,629,4
9414210,670,3
10461802,717,3.4
10478143,718,3
9547772,718,2.4
8494993,722,4
9500738,722,3
10149100,722,3
7821437,727,4
9860838,727,4
7731555,727,4
7700407,727,3
9601020,727,3
7834749,762,2.4
7392073,763,2.4
5022096,885,3.7
10279321,885,3.7
10279321,916,3
10467886,920,3.4
10727847,920,3
10467886,926,4
10179923,926,3
10179923,931,4
10467886,931,4
10727847,931,4
7621757,1006,3.7
10777351,1006,3
7621757,1015,4
10034050,1015,3.4
6670534,1015,3.4
10043631,1043,3
10135203,1062,2.4
8174075,1070,2.4
7979582,1084,2.4
8427796,1087,3.4
10332556,1087,2.7
8804211,1087,2.4
9034493,1098,3.4
6695247,1155,2.4
8166171,1160,2.4
9461738,1161,4
9599512,1165,2.4
8167432,1171,2.4
6303037,1184,3
9234069,1217,2
8307559,1243,3.7
7858734,1243,3.7
10542285,1246,3.7
9594611,1246,3.7
10443381,1246,3.4
9912435,1246,3
10332556,1246,2.4
8427796,1247,2.7
7165184,1249,3
8952216,1252,3.7
8818264,1261,2.7
4321825,1261,2
9766484,1285,4
7265076,1285,4
7903688,1285,4
9795344,1289,3.7
10612602,1290,2.4
6408311,1304,3.7
10402288,1327,4
8203442,1329,3.7
9500738,1329,3
8203442,1330,4
8368399,1330,4
8379020,1330,2.7
8367268,1352,4
10770591,1363,4
10578555,1374,2
10644816,1374,2
5940896,1377,2.4
7905040,1388,3.4
9083555,1396,4
7808619,1407,3.7
8494993,1413,3
5681520,1501,3
7597733,1502,3.4
10431382,1535,3.4
10420995,1535,3
10448802,1535,2.7
10550085,1535,2.4
8689564,1535,2.4
10545743,1552,4
10349989,1552,4
10191961,1552,3.4
9860838,1552,3.4
10614942,1552,3
8268364,1552,2.4
8494993,1552,2.4
9500738,1552,2.4
7935200,1570,2.7
9763533,1577,4
9836515,1577,4
8191118,1594,2.7
8179678,1598,2.7
9500738,1628,4
9500738,1722,4
8867170,1722,3.4
9707074,1722,2
9797138,1727,4
5464784,1735,3.7
4646422,1743,3.7
10721087,1747,4
10129652,1747,4
10704759,1766,4
10652733,1766,4
10034141,1766,3.7
10032555,1770,4
9386351,1776,4
9411428,1776,3.7
10038236,1776,3.7
8494993,1797,3
8494993,1803,3.7
10009740,1803,3.7
10019282,1803,3.4
10018892,1831,4
9745164,1838,4
8088600,1838,3.4
10631907,1838,3.4
10139311,1838,2.4
10774504,1840,3.4
8751223,1847,4
7189871,1847,4
9593493,1852,3.7
9041604,1853,4
7152548,1853,2.4
9041604,1857,3
9467744,1941,3.4
8847293,1942,4
8675537,1953,3.7
9140755,1953,3
5999825,1959,3
10647364,1974,3.7
9553804,1974,3.4
10194808,1974,3
8186334,1975,4
8558199,1987,4
8122283,1987,3
9748830,3143,4
9025614,3250,3
7811544,3279,2.7
10444460,3293,3.4
10444460,3293,3.4
10444460,3298,2.4
9034363,3306,3
8826454,3312,3.7
9538945,3339,4
10592881,3339,4
9766484,3339,3.7
9923511,3339,3.7
8826389,3339,3.4
9762376,3340,2
9290593,3366,4
8938033,3377,4
10080317,3419,3.7
7635862,3516,4
9339343,3523,4
9397882,3527,4
4564938,3527,4
4564938,3537,4
9636094,3537,4
10467457,3597,4
7063173,4116,3.4
7063173,4116,3.4
10072946,4182,4
10069839,4198,4
10251748,4858,4
10184200,4863,3.7
9574552,4865,3.4
9489532,4888,2.7
9489532,4892,3.7
10075728,4919,3
10747698,4919,2
10736323,4922,3.4
10690524,4955,3
10018957,4956,4
10057125,4956,3
10733944,4960,3.7
10570963,4991,4
10300524,4991,3.7
10330775,4991,3.7
10500698,4992,3.4
9769617,4992,2.7
9051978,4992,2.7
7658456,4992,2
8993842,5007,4
10414547,5019,3.7
7873320,5057,4
6378216,5057,3.7
10015915,5152,4
10762583,5156,4
9797138,5215,4
8821878,5215,3.7
9070737,5215,3
9987796,5262,3.7
10100519,5264,3.7
10698779,5268,3.7
10125947,5270,4
9148113,5323,3
9099558,5339,3.4
7875647,5390,4
7127120,5390,4
9688861,5489,3
8920535,5491,4
9437428,5492,2
9072843,5553,3.4
7699237,5568,3.7
9129276,5572,3.7
8908874,5572,3.4
7953699,5673,4
9692306,5736,2.4
8870355,5736,2.4
8501077,5736,2
10423816,5737,3.4
10631179,5737,2.7
8315255,5738,2.7
9197591,5746,4
10139701,5751,3.7
7220798,5906,3.7
8334417,5906,3
8448323,5906,3
10335676,5906,3
10468354,5979,3.4
10468354,5979,3.4
10637315,6068,3.4
9139481,6071,3
7082218,6095,3.7
8186334,6133,4
9898629,6133,3
9777274,6133,2.4
10647364,6159,4
7674797,6169,4
7812142,6175,3.7
8930571,6185,4
9517053,6185,4
9726379,6186,3.4
10343164,6190,4
7663747,6190,4
9765496,6196,3.4
10618036,6208,4
9495213,6211,4
10448802,6215,4
10136295,6218,2
8530912,6224,2.4
8926697,6233,4
9603932,6243,2.4
9904531,6299,3.7
8464235,6309,4
8349549,6325,2
7144449,6350,3.7
9300811,6383,4
10198981,6567,3.7
10704382,6591,3.4
10697037,6599,3.7
10132317,6667,3
9795955,6674,3
3553161,6743,3.4
9527206,6747,4
8680802,6804,4
10198110,6832,3.7
8861294,6832,3
9586863,6832,2.7
10773204,6838,4
7174570,6838,3.7
10773204,6840,4
10126285,6840,3.4
7174570,6843,2.7
10447814,6873,4
10413377,6873,4
9405526,6886,2.7
8771256,6915,4
9648756,6920,3
10241712,6920,2.4
8372806,6928,4
8812583,6939,3
10758007,6967,4
10558743,6967,3.7
7703826,6967,3.7
10443472,6967,3
10565815,7039,4
10656217,7043,3.7
8856978,7043,2
9666566,7045,3
10443290,7046,4
10400247,7046,4
10327278,7053,2.4
8850062,7054,2
9692306,7055,4
10547979,7055,3
10549656,7055,3
9597328,7060,2
9753237,7070,3.7
8281130,7070,2
10557690,7094,3.7
8393749,7094,3
10591373,7098,4
9754927,7098,3.4
7731360,7098,3
9581104,7110,2.7
6894602,7112,3.4
8812583,7168,3
9891947,7225,3
9861319,7226,2.7
9248486,7229,2.7
5494866,7237,4
9207250,7239,2
9107072,7248,4
10210083,7261,4
9215908,7261,4
9631609,7262,3
8851570,7270,3.4
5494866,7272,4
7716046,7272,4
8828989,7272,4
9563853,7272,3
10775674,7310,4
8839506,7332,3.7
10540088,7332,3.4
8806369,7345,3
8588281,7434,3.4
7621302,7434,3
10719800,7473,3.7
10719800,7473,3.7
10719800,7473,3.7
9142198,7475,3
9142198,7475,3
7838714,7539,4
8203208,7568,3.7
10545743,7587,3
9456330,7588,3.7
9597497,7588,3
7831863,7592,3
8284237,7682,3.7
9882327,7696,4
9483604,7698,4
9483604,7698,4
8437663,7933,4
6689995,7949,3
6164262,7966,3.7
8164247,7966,3.4
8460569,7970,4
7789288,7983,3
7603245,7994,4
7668414,8015,4
8804614,8032,3.7
8804614,8032,3.7
5474482,8035,3.4
8886618,8084,4
8886618,8090,4
8886618,8090,4
9281350,8252,4
9505483,8293,3
9854182,8300,4
9492223,8301,4
9861007,8301,3
6665607,8308,2.4
10094097,8345,4
7771686,8345,3
10757461,8360,2
9763533,8394,2.4
9246770,8394,2
8454563,8484,3
10341955,8490,4
7287228,8491,2.4
9846954,8523,2
9877621,8633,3.7
8495383,8647,3.4
10133448,8647,2.7
10293283,8656,3.7
9405292,8670,3
7828366,8671,4
10378108,8676,3
7699926,8676,3
8197618,8680,4
8777080,8693,4
10787582,8755,4
9776949,8859,4
9655529,8859,2
10200658,8892,2.7
9666566,8912,3
8424715,8953,3.4
8282235,8955,4
9543911,8960,4
7833033,8980,2
7049848,9014,4
10649184,9021,4
10281856,9021,3
10645063,9062,3.4
10238059,9083,4
10696868,9102,4
1577707,9110,4
8543626,9116,4
5884606,9127,4
3704988,9138,4
7095907,9165,2.4
10357165,9172,3
5800132,9203,3
10596885,9265,3.4
9052719,9288,3
9613266,9288,3
9322885,9375,4
10431382,9380,4
10602566,9380,3.7
10511176,9380,3.7
9010014,9380,3
9045582,9380,2
9747413,9386,4
9644414,9386,3.7
8936876,9387,4
9543911,9397,4
9858485,9545,2.4
6182358,9688,3
6182358,9688,3
9292257,9695,4
10654722,9902,4
9597328,9902,2
6305455,9904,4
6141148,9919,4
9627605,10021,4
9390290,10035,4
9991501,10039,3.4
10015551,10039,3
8840572,10586,2.7
6675786,10598,3.7
10087584,10657,2
10006711,10684,4
10006711,10684,4
10006711,10684,4
10006711,10684,4
10019334,10684,3
10019334,10684,3
10019334,10684,3
10019334,10684,3
9310028,10684,3
9310028,10684,3
9310028,10684,3
9310028,10684,3
9637550,10684,3
9637550,10684,3
9637550,10684,3
9637550,10684,3
10015356,10686,3
10015356,10686,3
10015356,10686,3
9392695,10686,3
9392695,10686,3
9392695,10686,3
7943507,10956,2.4
8279388,10982,4
9010378,11231,3.7
9992281,11258,2.7
7698457,11321,4
9424025,11392,4
10031151,11392,2
10788167,11523,4
10198981,11603,4
8855626,11603,3
10787582,11625,4
10704382,11625,4
9581104,11723,4
8281442,11723,4
8241571,11744,4
8441485,11771,3.4
8779316,11771,3
8675524,11903,4
8581859,11934,3
10130133,12018,4
10046764,12018,4
9399377,12044,4
10747958,12077,3
10338328,12096,4
10306842,12247,4
9903283,12247,4
9954191,12247,4
9206691,12321,3.7
10637445,12321,2.7
10403237,12387,4
10312770,12411,4
9611485,12412,4
9578660,12412,4
8281130,12414,2
9963746,12418,3.7
7771829,12430,4
10659805,12452,3.7
10006568,12530,3.7
10090470,12531,4
10092290,12549,3
8807721,12558,2.7
10660494,12570,3.7
10166234,12588,2
8255637,12590,4
8675537,12602,4
10594519,12608,3.7
8270483,12757,2
5774795,12797,4
9440223,12808,4
9463454,12815,3.7
9463454,12821,4
7977307,12843,2.7
9440223,12870,4
7597525,12922,4
8791172,12922,3.4
9515571,12926,2
7747662,13047,3.7
7747662,13047,3.7
10232040,13063,3
7119957,13064,4
10319985,13071,4
10407904,13071,4
10241452,13071,4
10180209,13071,4
7710976,13165,4
9687236,13217,4
9727367,13250,2.7
